code,Side,Time,Preys_web,Preys_eating,Prey_remains,Preys_ID,silk_d,day,opisto_w,web_area,number_silk,Web_height,site_exp,check,colour,luxes,total_preys,t_luxes,colourSide,presence_decorations,b_luxes
N9,dorsal,8.3,0,0,0,NA,0,1,9.5,394.269878,0,140,ventral,M,black,0.87,0,low,black_dorsal,no,0
N9,ventral,8.3,0,0,0,NA,0,1,9.5,394.269878,0,140,ventral,M,black,0.93,0,low,black_ventral,no,0
B1,ventral,9.3,1,0,0,hymenoptera,0,1,8.45,125.6637061,0,80,ventral,M,white,0.58,1,low,white_ventral,no,0
N1,ventral,9.3,2,0,1,diptera,0,1,6.7,458.6725274,0,100,dorsal,M,black,0.13,2,low,black_ventral,no,0
B5,ventral,9.3,1,1,0,hymenoptera,0,1,8.5,545.0663254,0,150,ventral,M,white,110,2,high,white_ventral,no,1
A8,ventral,9.3,1,0,0,diptera,0,1,12.78,485.376065,0,85,ventral,E,yellow,0.68,1,low,yellow_ventral,no,0
N4,dorsal,9.3,1,1,0,lepidoptera,2,1,11.6,293.7389131,2,160,ventral,M,black,0.08,2,low,black_dorsal,yes,0
B46,dorsal,9.3,3,1,NA,diptera,3,1,10.7,802.676923,3,166,ventral,E,white,0.16,4,low,white_dorsal,yes,0
B45,dorsal,9.3,0,1,NA,NA,0,1,10.2,629.889327,0,70,dorsal,E,white,114,1,high,white_dorsal,no,1
A9,ventral,9.3,2,1,NA,diptera,0,1,9.36,356.1780671,0,125,ventral,E,yellow,0.39,3,low,yellow_ventral,no,0
N11,ventral,9.3,2,0,NA,diptera,0,1,10,394.6625771,0,134,dorsal,E,black,0.44,2,low,black_ventral,no,0
N10,ventral,9.3,1,0,NA,diptera,0,1,11,256.4325003,0,136,dorsal,E,black,0.37,1,low,black_ventral,no,0
B28,dorsal,9.3,1,0,NA,hymenoptera,0,1,NA,196.7422399,0,130,ventral,E,white,0.34,1,low,white_dorsal,no,0
N12,dorsal,9.3,1,0,NA,diptera,0,1,11.7,199.4911335,0,40,ventral,F,black,0.08,1,low,black_dorsal,no,0
A16,dorsal,9.3,0,1,NA,NA,0,1,12.3,271.7477645,0,140,ventral,F,yellow,0.32,1,low,yellow_dorsal,no,0
B1,dorsal,9.3,0,0,NA,NA,0,1,8.45,125.6637061,0,80,ventral,M,white,0.44,0,low,white_dorsal,no,0
N1,dorsal,9.3,0,0,NA,NA,0,1,6.7,458.6725274,0,100,dorsal,M,black,0.33,0,low,black_dorsal,no,0
B5,dorsal,9.3,0,0,NA,NA,0,1,8.5,545.0663254,0,150,ventral,M,white,0.33,0,low,white_dorsal,no,0
A8,dorsal,9.3,0,0,NA,NA,0,1,12.78,485.376065,0,85,ventral,E,yellow,0.29,0,low,yellow_dorsal,no,0
N4,ventral,9.3,0,0,NA,NA,2,1,11.6,293.7389131,2,160,ventral,M,black,0.58,0,low,black_ventral,yes,0
B46,ventral,9.3,0,0,NA,NA,3,1,10.7,802.676923,3,166,ventral,E,white,0.61,0,low,white_ventral,yes,0
B45,ventral,9.3,0,0,NA,NA,0,1,10.2,629.889327,0,70,dorsal,E,white,0.26,0,low,white_ventral,no,0
A9,dorsal,9.3,0,0,NA,NA,0,1,9.36,356.1780671,0,125,ventral,E,yellow,0.36,0,low,yellow_dorsal,no,0
N11,dorsal,9.3,0,0,NA,NA,0,1,10,394.6625771,0,134,dorsal,E,black,0.47,0,low,black_dorsal,no,0
N10,dorsal,9.3,0,0,NA,NA,0,1,11,256.4325003,0,136,dorsal,E,black,0.51,0,low,black_dorsal,no,0
B28,ventral,9.3,0,0,NA,NA,0,1,NA,196.7422399,0,130,ventral,E,white,0.7,0,low,white_ventral,no,0
N12,ventral,9.3,0,0,NA,NA,0,1,11.7,199.4911335,0,40,ventral,F,black,0.65,0,low,black_ventral,no,0
A16,ventral,9.3,0,0,NA,NA,0,1,12.3,271.7477645,0,140,ventral,F,yellow,145,0,high,yellow_ventral,no,1
A1,dorsal,9.3,0,0,0,NA,2,1,9.7,596.9026042,2,170,ventral,M,yellow,0.6,0,low,yellow_dorsal,yes,0
A1,ventral,9.3,0,0,0,NA,2,1,9.7,596.9026042,2,170,ventral,M,yellow,0.78,0,low,yellow_ventral,yes,0
A11,dorsal,9.3,0,0,0,NA,3,1,11,534.0707511,3,190,dorsal,E,yellow,0.91,0,low,yellow_dorsal,yes,0
A11,ventral,9.3,0,0,0,NA,3,1,11,534.0707511,3,190,dorsal,E,yellow,0.39,0,low,yellow_ventral,yes,0
A12,dorsal,9.3,0,0,0,NA,0,1,11.6,278.0309498,0,133,ventral,E,yellow,0.53,0,low,yellow_dorsal,no,0
A12,ventral,9.3,0,0,0,NA,0,1,11.6,278.0309498,0,133,ventral,E,yellow,0.56,0,low,yellow_ventral,no,0
A13,dorsal,9.3,0,0,0,NA,1,1,8.53,413.1194339,1,120,ventral,F,yellow,0.71,0,low,yellow_dorsal,yes,0
A13,ventral,9.3,0,0,0,NA,1,1,8.53,413.1194339,1,120,ventral,F,yellow,130,0,high,yellow_ventral,yes,1
A14,dorsal,9.3,0,0,0,NA,0,1,9.4,326.725636,0,107,ventral,F,yellow,0.23,0,low,yellow_dorsal,no,0
A14,ventral,9.3,0,0,0,NA,0,1,9.4,326.725636,0,107,ventral,F,yellow,0.75,0,low,yellow_ventral,no,0
A15,dorsal,9.3,0,0,0,NA,0,1,10,276.4601535,0,135,ventral,F,yellow,0.35,0,low,yellow_dorsal,no,0
A15,ventral,9.3,0,0,0,NA,0,1,10,276.4601535,0,135,ventral,F,yellow,0.95,0,low,yellow_ventral,no,0
A17,dorsal,9.3,0,0,0,NA,0,1,NA,534.0707511,0,170,ventral,F,yellow,0.28,0,low,yellow_dorsal,no,0
A17,ventral,9.3,0,0,0,NA,0,1,NA,534.0707511,0,170,ventral,F,yellow,133,0,high,yellow_ventral,no,1
A18,dorsal,9.3,0,0,0,NA,0,1,NA,438.9119096,0,50,ventral,E,yellow,0.27,0,low,yellow_dorsal,no,0
A18,ventral,9.3,0,0,0,NA,0,1,NA,438.9119096,0,50,ventral,E,yellow,0.47,0,low,yellow_ventral,no,0
A4,dorsal,9.3,0,0,0,NA,0,1,8.5,354.9999699,0,180,ventral,M,yellow,0.19,0,low,yellow_dorsal,no,0
A4,ventral,9.3,0,0,0,NA,0,1,8.5,354.9999699,0,180,ventral,M,yellow,0.71,0,low,yellow_ventral,no,0
A6,dorsal,9.3,0,0,0,NA,2,1,8.6,463.3849164,2,130,ventral,M,yellow,0.16,0,low,yellow_dorsal,yes,0
A6,ventral,9.3,0,0,0,NA,2,1,8.6,463.3849164,2,130,ventral,M,yellow,0.84,0,low,yellow_ventral,yes,0
A7,dorsal,9.3,0,0,0,NA,0,1,11.24,491.6592503,0,170,ventral,E,yellow,0.3,0,low,yellow_dorsal,no,0
A7,ventral,9.3,0,0,0,NA,0,1,11.24,491.6592503,0,170,ventral,E,yellow,103,0,high,yellow_ventral,no,1
B10,dorsal,9.3,0,0,0,NA,0,1,7.8,293.7389131,0,80,dorsal,M,white,0.6,0,low,white_dorsal,no,0
B10,ventral,9.3,0,0,0,NA,0,1,7.8,293.7389131,0,80,dorsal,M,white,0.31,0,low,white_ventral,no,0
B11,dorsal,9.3,0,0,0,NA,2,1,NA,463.3849164,2,120,ventral,M,white,0.23,0,low,white_dorsal,yes,0
B11,ventral,9.3,0,0,0,NA,2,1,NA,463.3849164,2,120,ventral,M,white,0.7,0,low,white_ventral,yes,0
B17,dorsal,9.3,0,0,0,NA,0,1,11,120.9513172,0,140,ventral,M,white,0.12,0,low,white_dorsal,no,0
B17,ventral,9.3,0,0,0,NA,0,1,11,120.9513172,0,140,ventral,M,white,0.88,0,low,white_ventral,no,0
B19,dorsal,9.3,0,0,0,NA,0,1,10.5,435.1105825,0,60,dorsal,M,white,0.63,0,low,white_dorsal,no,0
B19,ventral,9.3,0,0,0,NA,0,1,10.5,435.1105825,0,60,dorsal,M,white,0.18,0,low,white_ventral,no,0
B2,dorsal,9.3,0,0,0,NA,0,1,8.6,466.5265091,0,170,ventral,M,white,0.34,0,low,white_dorsal,no,0
B2,ventral,9.3,0,0,0,NA,0,1,8.6,466.5265091,0,170,ventral,M,white,0.89,0,low,white_ventral,no,0
B22,dorsal,9.3,0,0,0,NA,2,1,7,334.5796176,2,80,dorsal,M,white,0.7,0,low,white_dorsal,yes,0
B22,ventral,9.3,0,0,0,NA,2,1,7,334.5796176,2,80,dorsal,M,white,0.29,0,low,white_ventral,yes,0
B31,dorsal,9.3,0,0,0,NA,0,1,11,472.4169953,0,173,ventral,E,white,0.41,0,low,white_dorsal,no,0
B31,ventral,9.3,0,0,0,NA,0,1,11,472.4169953,0,173,ventral,E,white,0.45,0,low,white_ventral,no,0
B32,dorsal,9.3,0,0,0,NA,0,1,NA,166.8971097,0,130,ventral,E,yellow,0.78,0,low,yellow_dorsal,no,0
B32,ventral,9.3,0,0,0,NA,0,1,NA,166.8971097,0,130,ventral,E,yellow,0.91,0,low,yellow_ventral,no,0
B35,dorsal,9.3,0,0,0,NA,0,1,10.25,144.5132621,0,76,ventral,E,white,0.37,0,low,white_dorsal,no,0
B35,ventral,9.3,0,0,0,NA,0,1,10.25,144.5132621,0,76,ventral,E,white,101,0,high,white_ventral,no,1
B36,dorsal,9.3,0,0,0,NA,0,1,NA,220.5398043,0,133,ventral,E,white,0.07,0,low,white_dorsal,no,0
B36,ventral,9.3,0,0,0,NA,0,1,NA,220.5398043,0,133,ventral,E,white,0.88,0,low,white_ventral,no,0
B38,dorsal,9.3,0,0,0,NA,0,1,10,468.0973054,0,178,ventral,E,white,0.29,0,low,white_dorsal,no,0
B38,ventral,9.3,0,0,0,NA,0,1,10,468.0973054,0,178,ventral,E,white,0.65,0,low,white_ventral,no,0
B43,dorsal,9.3,0,0,0,NA,0,1,10.2,347.5386873,0,155,ventral,E,white,0.34,0,low,white_dorsal,no,0
B43,ventral,9.3,0,0,0,NA,0,1,10.2,347.5386873,0,155,ventral,E,white,0.95,0,low,white_ventral,no,0
B44,dorsal,9.3,0,0,0,NA,0,1,NA,459.9919963,0,88,dorsal,E,white,117,0,high,white_dorsal,no,1
B44,ventral,9.3,0,0,0,NA,0,1,NA,459.9919963,0,88,dorsal,E,white,105,0,high,white_ventral,no,1
B50,dorsal,9.3,0,0,0,NA,2,1,9.6,256.0398013,2,73,ventral,F,white,0.11,0,low,white_dorsal,yes,0
B50,ventral,9.3,0,0,0,NA,2,1,9.6,256.0398013,2,73,ventral,F,white,0.35,0,low,white_ventral,yes,0
B52,dorsal,9.3,0,0,0,NA,0,1,NA,108.3849465,0,75,ventral,E,white,0.22,0,low,white_dorsal,no,0
B52,ventral,9.3,0,0,0,NA,0,1,NA,108.3849465,0,75,ventral,E,white,0.79,0,low,white_ventral,no,0
B54,dorsal,9.3,0,0,0,NA,0,1,9,207.3451151,0,80,ventral,F,white,0.16,0,low,white_dorsal,no,0
B54,ventral,9.3,0,0,0,NA,0,1,9,207.3451151,0,80,ventral,F,white,0.61,0,low,white_ventral,no,0
B55,dorsal,9.3,0,0,0,NA,2,1,11.8,513.6503989,2,110,ventral,F,white,0.39,0,low,white_dorsal,yes,0
B55,ventral,9.3,0,0,0,NA,2,1,11.8,513.6503989,2,110,ventral,F,white,200,0,high,white_ventral,yes,1
B7,dorsal,9.3,0,0,0,NA,3,1,10.4,416.2610266,3,160,ventral,M,white,0.1,0,low,white_dorsal,yes,0
B7,ventral,9.3,0,0,0,NA,3,1,10.4,416.2610266,3,160,ventral,M,white,0.88,0,low,white_ventral,yes,0
B8,dorsal,9.3,0,0,0,NA,1,1,12.2,471.238898,1,90,ventral,M,white,0.24,0,low,white_dorsal,yes,0
B8,ventral,9.3,0,0,0,NA,1,1,12.2,471.238898,1,90,ventral,M,white,0.56,0,low,white_ventral,yes,0
N13,dorsal,9.3,0,0,0,NA,4,1,10.61,253.2909077,4,60,ventral,F,black,0.12,0,low,black_dorsal,yes,0
N13,ventral,9.3,0,0,0,NA,4,1,10.61,253.2909077,4,60,ventral,F,black,0.84,0,low,black_ventral,yes,0
N15,dorsal,9.3,0,0,0,NA,0,1,9.1,472.8096944,0,140,dorsal,M,black,0.57,0,low,black_dorsal,no,0
N15,ventral,9.3,0,0,0,NA,0,1,9.1,472.8096944,0,140,dorsal,M,black,0.27,0,low,black_ventral,no,0
N16,dorsal,9.3,0,0,0,NA,0,1,8.76,197.9203372,0,70,ventral,F,black,0.21,0,low,black_dorsal,no,0
N16,ventral,9.3,0,0,0,NA,0,1,8.76,197.9203372,0,70,ventral,F,black,100,0,high,black_ventral,no,1
N16.1,dorsal,9.3,0,0,0,NA,0,1,9.7,339.2920066,0,190,ventral,M,black,28,0,high,black_dorsal,no,1
N16.1,ventral,9.3,0,0,0,NA,0,1,9.7,339.2920066,0,190,ventral,M,black,52,0,high,black_ventral,no,1
N2,dorsal,9.3,0,0,0,NA,2,1,10,395.8406744,2,140,dorsal,M,black,0.32,0,low,black_dorsal,yes,0
N2,ventral,9.3,0,0,0,NA,2,1,10,395.8406744,2,140,dorsal,M,black,0.25,0,low,black_ventral,yes,0
N3,dorsal,9.3,0,0,0,NA,0,1,9,491.6592503,0,180,ventral,M,black,0.19,0,low,black_dorsal,no,0
N3,ventral,9.3,0,0,0,NA,0,1,9,491.6592503,0,180,ventral,M,black,0.88,0,low,black_ventral,no,0
N5,dorsal,9.3,0,0,0,NA,0,1,6.4,270.1769682,0,120,dorsal,M,black,0.82,0,low,black_dorsal,no,0
N5,ventral,9.3,0,0,0,NA,0,1,6.4,270.1769682,0,120,dorsal,M,black,0.65,0,low,black_ventral,no,0
N7,dorsal,9.3,0,0,0,NA,0,1,11.9,471.238898,0,140,ventral,M,black,0.17,0,low,black_dorsal,no,0
N7,ventral,9.3,0,0,0,NA,0,1,11.9,471.238898,0,140,ventral,M,black,0.63,0,low,black_ventral,no,0
N8,dorsal,9.3,0,0,0,NA,1,1,9.2,491.6592503,1,180,ventral,M,black,0.31,0,low,black_dorsal,yes,0
N8,ventral,9.3,0,0,0,NA,1,1,9.2,491.6592503,1,180,ventral,M,black,128,0,high,black_ventral,yes,1
N9,dorsal,9.3,0,0,0,NA,0,1,9.5,394.269878,0,140,ventral,M,black,0.87,0,low,black_dorsal,no,0
N9,ventral,9.3,0,0,0,NA,0,1,9.5,394.269878,0,140,ventral,M,black,0.93,0,low,black_ventral,no,0
B11,dorsal,10.3,1,0,0,diptera,2,1,NA,463.3849164,2,120,ventral,M,white,0.23,1,low,white_dorsal,yes,0
N5,dorsal,10.3,1,0,0,homoptera,0,1,6.4,270.1769682,0,120,dorsal,M,black,0.82,1,low,black_dorsal,no,0
N15,ventral,10.3,2,0,0,diptera,0,1,9.1,472.8096944,0,140,dorsal,M,black,0.27,2,low,black_ventral,no,0
B19,ventral,10.3,2,0,0,diptera,0,1,10.5,435.1105825,0,60,dorsal,M,white,0.18,2,low,white_ventral,no,0
A6,ventral,10.3,2,0,0,diptera,2,1,8.6,463.3849164,2,130,ventral,M,yellow,0.84,2,low,yellow_ventral,yes,0
B1,ventral,10.3,1,0,0,hymenoptera,0,1,8.45,125.6637061,0,80,ventral,M,white,0.58,1,low,white_ventral,no,0
N1,ventral,10.3,0,1,0,diptera,0,1,6.7,458.6725274,0,100,dorsal,M,black,0.13,1,low,black_ventral,no,0
B5,dorsal,10.3,1,0,0,diptera,0,1,8.5,545.0663254,0,150,ventral,M,white,0.33,1,low,white_dorsal,no,0
B7,ventral,10.3,0,1,0,NA,3,1,10.4,416.2610266,3,160,ventral,M,white,0.88,1,low,white_ventral,yes,0
A8,dorsal,10.3,2,0,0,diptera,0,1,12.78,485.376065,0,85,ventral,E,yellow,0.29,2,low,yellow_dorsal,no,0
A8,ventral,10.3,1,0,0,diptera,0,1,12.78,485.376065,0,85,ventral,E,yellow,0.68,1,low,yellow_ventral,no,0
N4,ventral,10.3,0,1,NA,lepidoptera,2,1,11.6,293.7389131,2,160,ventral,M,black,0.58,1,low,black_ventral,yes,0
N2,ventral,10.3,1,0,0,0,2,1,10,395.8406744,2,140,dorsal,M,black,0.25,1,low,black_ventral,yes,0
B35,ventral,10.3,2,0,NA,NA,0,1,10.25,144.5132621,0,76,ventral,E,white,101,2,high,white_ventral,no,1
N16,dorsal,10.3,1,0,NA,diptera,0,1,8.76,197.9203372,0,70,ventral,F,black,0.21,1,low,black_dorsal,no,0
B50,dorsal,10.3,1,0,NA,diptera,2,1,9.6,256.0398013,2,73,ventral,F,white,0.11,1,low,white_dorsal,yes,0
A13,dorsal,10.3,1,0,NA,NA,1,1,8.53,413.1194339,1,120,ventral,F,yellow,0.71,1,low,yellow_dorsal,yes,0
B55,ventral,10.3,1,0,NA,diptera,2,1,11.8,513.6503989,2,110,ventral,F,white,200,1,high,white_ventral,yes,1
B11,ventral,10.3,0,0,NA,NA,2,1,NA,463.3849164,2,120,ventral,M,white,0.7,0,low,white_ventral,yes,0
N5,ventral,10.3,0,0,NA,NA,0,1,6.4,270.1769682,0,120,dorsal,M,black,0.65,0,low,black_ventral,no,0
N15,dorsal,10.3,0,0,NA,NA,0,1,9.1,472.8096944,0,140,dorsal,M,black,0.57,0,low,black_dorsal,no,0
B19,dorsal,10.3,0,0,NA,NA,0,1,10.5,435.1105825,0,60,dorsal,M,white,0.63,0,low,white_dorsal,no,0
A6,dorsal,10.3,0,0,NA,NA,2,1,8.6,463.3849164,2,130,ventral,M,yellow,0.16,0,low,yellow_dorsal,yes,0
B1,dorsal,10.3,0,0,NA,NA,0,1,8.45,125.6637061,0,80,ventral,M,white,0.44,0,low,white_dorsal,no,0
N1,dorsal,10.3,0,0,NA,NA,0,1,6.7,458.6725274,0,100,dorsal,M,black,0.33,0,low,black_dorsal,no,0
B5,ventral,10.3,0,0,NA,NA,0,1,8.5,545.0663254,0,150,ventral,M,white,110,0,high,white_ventral,no,1
B7,dorsal,10.3,0,0,NA,NA,3,1,10.4,416.2610266,3,160,ventral,M,white,0.1,0,low,white_dorsal,yes,0
N4,dorsal,10.3,0,0,NA,NA,2,1,11.6,293.7389131,2,160,ventral,M,black,0.08,0,low,black_dorsal,yes,0
N2,dorsal,10.3,0,0,NA,NA,2,1,10,395.8406744,2,140,dorsal,M,black,0.32,0,low,black_dorsal,yes,0
B35,dorsal,10.3,0,0,NA,NA,0,1,10.25,144.5132621,0,76,ventral,E,white,0.37,0,low,white_dorsal,no,0
N16,ventral,10.3,0,0,NA,NA,0,1,8.76,197.9203372,0,70,ventral,F,black,100,0,high,black_ventral,no,1
B50,ventral,10.3,0,0,NA,NA,2,1,9.6,256.0398013,2,73,ventral,F,white,0.35,0,low,white_ventral,yes,0
A13,ventral,10.3,0,0,NA,NA,1,1,8.53,413.1194339,1,120,ventral,F,yellow,130,0,high,yellow_ventral,yes,1
B55,dorsal,10.3,0,0,NA,NA,2,1,11.8,513.6503989,2,110,ventral,F,white,0.39,0,low,white_dorsal,yes,0
A1,dorsal,10.3,0,0,0,NA,2,1,9.7,596.9026042,2,170,ventral,M,yellow,0.6,0,low,yellow_dorsal,yes,0
A1,ventral,10.3,0,0,0,NA,2,1,9.7,596.9026042,2,170,ventral,M,yellow,0.78,0,low,yellow_ventral,yes,0
A11,dorsal,10.3,0,0,0,NA,3,1,11,534.0707511,3,190,dorsal,E,yellow,0.91,0,low,yellow_dorsal,yes,0
A11,ventral,10.3,0,0,0,NA,3,1,11,534.0707511,3,190,dorsal,E,yellow,0.39,0,low,yellow_ventral,yes,0
A12,dorsal,10.3,0,0,0,NA,0,1,11.6,278.0309498,0,133,ventral,E,yellow,0.53,0,low,yellow_dorsal,no,0
A12,ventral,10.3,0,0,0,NA,0,1,11.6,278.0309498,0,133,ventral,E,yellow,0.56,0,low,yellow_ventral,no,0
A14,dorsal,10.3,0,0,0,NA,0,1,9.4,326.725636,0,107,ventral,F,yellow,0.23,0,low,yellow_dorsal,no,0
A14,ventral,10.3,0,0,0,NA,0,1,9.4,326.725636,0,107,ventral,F,yellow,0.75,0,low,yellow_ventral,no,0
A15,dorsal,10.3,0,0,0,NA,0,1,10,276.4601535,0,135,ventral,F,yellow,0.35,0,low,yellow_dorsal,no,0
A15,ventral,10.3,0,0,0,NA,0,1,10,276.4601535,0,135,ventral,F,yellow,0.95,0,low,yellow_ventral,no,0
A16,dorsal,10.3,0,0,0,NA,0,1,12.3,271.7477645,0,140,ventral,F,yellow,0.32,0,low,yellow_dorsal,no,0
A16,ventral,10.3,0,0,0,NA,0,1,12.3,271.7477645,0,140,ventral,F,yellow,145,0,high,yellow_ventral,no,1
A17,dorsal,10.3,0,0,0,NA,0,1,NA,534.0707511,0,170,ventral,F,yellow,0.28,0,low,yellow_dorsal,no,0
A17,ventral,10.3,0,0,0,NA,0,1,NA,534.0707511,0,170,ventral,F,yellow,133,0,high,yellow_ventral,no,1
A18,dorsal,10.3,0,0,0,NA,0,1,NA,438.9119096,0,50,ventral,E,yellow,0.27,0,low,yellow_dorsal,no,0
A18,ventral,10.3,0,0,0,NA,0,1,NA,438.9119096,0,50,ventral,E,yellow,0.47,0,low,yellow_ventral,no,0
A4,dorsal,10.3,0,0,0,NA,0,1,8.5,354.9999699,0,180,ventral,M,yellow,0.19,0,low,yellow_dorsal,no,0
A4,ventral,10.3,0,0,0,NA,0,1,8.5,354.9999699,0,180,ventral,M,yellow,0.71,0,low,yellow_ventral,no,0
A7,dorsal,10.3,0,0,0,NA,0,1,11.24,491.6592503,0,170,ventral,E,yellow,0.3,0,low,yellow_dorsal,no,0
A7,ventral,10.3,0,0,0,NA,0,1,11.24,491.6592503,0,170,ventral,E,yellow,103,0,high,yellow_ventral,no,1
A9,dorsal,10.3,0,0,0,NA,0,1,9.36,356.1780671,0,125,ventral,E,yellow,0.36,0,low,yellow_dorsal,no,0
A9,ventral,10.3,0,0,0,NA,0,1,9.36,356.1780671,0,125,ventral,E,yellow,0.39,0,low,yellow_ventral,no,0
B10,dorsal,10.3,0,0,0,NA,0,1,7.8,293.7389131,0,80,dorsal,M,white,0.6,0,low,white_dorsal,no,0
B10,ventral,10.3,0,0,0,NA,0,1,7.8,293.7389131,0,80,dorsal,M,white,0.31,0,low,white_ventral,no,0
B17,dorsal,10.3,0,0,0,NA,0,1,11,120.9513172,0,140,ventral,M,white,0.12,0,low,white_dorsal,no,0
B17,ventral,10.3,0,0,0,NA,0,1,11,120.9513172,0,140,ventral,M,white,0.88,0,low,white_ventral,no,0
B2,dorsal,10.3,0,0,0,NA,0,1,8.6,466.5265091,0,170,ventral,M,white,0.34,0,low,white_dorsal,no,0
B2,ventral,10.3,0,0,0,NA,0,1,8.6,466.5265091,0,170,ventral,M,white,0.89,0,low,white_ventral,no,0
B22,dorsal,10.3,0,0,0,NA,2,1,7,334.5796176,2,80,dorsal,M,white,0.7,0,low,white_dorsal,yes,0
B22,ventral,10.3,0,0,0,NA,2,1,7,334.5796176,2,80,dorsal,M,white,0.29,0,low,white_ventral,yes,0
B28,dorsal,10.3,0,0,0,NA,0,1,NA,196.7422399,0,130,ventral,E,white,0.34,0,low,white_dorsal,no,0
B28,ventral,10.3,0,0,0,NA,0,1,NA,196.7422399,0,130,ventral,E,white,0.7,0,low,white_ventral,no,0
B31,dorsal,10.3,0,0,0,NA,0,1,11,472.4169953,0,173,ventral,E,white,0.41,0,low,white_dorsal,no,0
B31,ventral,10.3,0,0,0,NA,0,1,11,472.4169953,0,173,ventral,E,white,0.45,0,low,white_ventral,no,0
B32,dorsal,10.3,0,0,0,NA,0,1,NA,166.8971097,0,130,ventral,E,yellow,0.78,0,low,yellow_dorsal,no,0
B32,ventral,10.3,0,0,0,NA,0,1,NA,166.8971097,0,130,ventral,E,yellow,0.91,0,low,yellow_ventral,no,0
B36,dorsal,10.3,0,0,0,NA,0,1,NA,220.5398043,0,133,ventral,E,white,0.07,0,low,white_dorsal,no,0
B36,ventral,10.3,0,0,0,NA,0,1,NA,220.5398043,0,133,ventral,E,white,0.88,0,low,white_ventral,no,0
B38,dorsal,10.3,0,0,0,NA,0,1,10,468.0973054,0,178,ventral,E,white,0.29,0,low,white_dorsal,no,0
B38,ventral,10.3,0,0,0,NA,0,1,10,468.0973054,0,178,ventral,E,white,0.65,0,low,white_ventral,no,0
B43,dorsal,10.3,0,0,0,NA,0,1,10.2,347.5386873,0,155,ventral,E,white,0.34,0,low,white_dorsal,no,0
B43,ventral,10.3,0,0,0,NA,0,1,10.2,347.5386873,0,155,ventral,E,white,0.95,0,low,white_ventral,no,0
B44,dorsal,10.3,0,0,0,NA,0,1,NA,459.9919963,0,88,dorsal,E,white,117,0,high,white_dorsal,no,1
B44,ventral,10.3,0,0,0,NA,0,1,NA,459.9919963,0,88,dorsal,E,white,105,0,high,white_ventral,no,1
B45,dorsal,10.3,0,0,0,NA,0,1,10.2,629.889327,0,70,dorsal,E,white,114,0,high,white_dorsal,no,1
B45,ventral,10.3,0,0,0,NA,0,1,10.2,629.889327,0,70,dorsal,E,white,0.26,0,low,white_ventral,no,0
B46,dorsal,10.3,0,0,0,NA,3,1,10.7,802.676923,3,166,ventral,E,white,0.16,0,low,white_dorsal,yes,0
B46,ventral,10.3,0,0,0,NA,3,1,10.7,802.676923,3,166,ventral,E,white,0.61,0,low,white_ventral,yes,0
B52,dorsal,10.3,0,0,0,NA,0,1,NA,108.3849465,0,75,ventral,E,white,0.22,0,low,white_dorsal,no,0
B52,ventral,10.3,0,0,0,NA,0,1,NA,108.3849465,0,75,ventral,E,white,0.79,0,low,white_ventral,no,0
B54,dorsal,10.3,0,0,0,NA,0,1,9,207.3451151,0,80,ventral,F,white,0.16,0,low,white_dorsal,no,0
B54,ventral,10.3,0,0,0,NA,0,1,9,207.3451151,0,80,ventral,F,white,0.61,0,low,white_ventral,no,0
B8,dorsal,10.3,0,0,0,NA,1,1,12.2,471.238898,1,90,ventral,M,white,0.24,0,low,white_dorsal,yes,0
B8,ventral,10.3,0,0,0,NA,1,1,12.2,471.238898,1,90,ventral,M,white,0.56,0,low,white_ventral,yes,0
N10,dorsal,10.3,0,0,0,NA,0,1,11,256.4325003,0,136,dorsal,E,black,0.51,0,low,black_dorsal,no,0
N10,ventral,10.3,0,0,0,NA,0,1,11,256.4325003,0,136,dorsal,E,black,0.37,0,low,black_ventral,no,0
N11,dorsal,10.3,0,0,0,NA,0,1,10,394.6625771,0,134,dorsal,E,black,0.47,0,low,black_dorsal,no,0
N11,ventral,10.3,0,0,0,NA,0,1,10,394.6625771,0,134,dorsal,E,black,0.44,0,low,black_ventral,no,0
N12,dorsal,10.3,0,0,0,NA,0,1,11.7,199.4911335,0,40,ventral,F,black,0.08,0,low,black_dorsal,no,0
N12,ventral,10.3,0,0,0,NA,0,1,11.7,199.4911335,0,40,ventral,F,black,0.65,0,low,black_ventral,no,0
N13,dorsal,10.3,0,0,0,NA,4,1,10.61,253.2909077,4,60,ventral,F,black,0.12,0,low,black_dorsal,yes,0
N13,ventral,10.3,0,0,0,NA,4,1,10.61,253.2909077,4,60,ventral,F,black,0.84,0,low,black_ventral,yes,0
N16.1,dorsal,10.3,0,0,0,NA,0,1,9.7,339.2920066,0,190,ventral,M,black,28,0,high,black_dorsal,no,1
N16.1,ventral,10.3,0,0,0,NA,0,1,9.7,339.2920066,0,190,ventral,M,black,52,0,high,black_ventral,no,1
N3,dorsal,10.3,0,0,0,NA,0,1,9,491.6592503,0,180,ventral,M,black,0.19,0,low,black_dorsal,no,0
N3,ventral,10.3,0,0,0,NA,0,1,9,491.6592503,0,180,ventral,M,black,0.88,0,low,black_ventral,no,0
N7,dorsal,10.3,0,0,0,NA,0,1,11.9,471.238898,0,140,ventral,M,black,0.17,0,low,black_dorsal,no,0
N7,ventral,10.3,0,0,0,NA,0,1,11.9,471.238898,0,140,ventral,M,black,0.63,0,low,black_ventral,no,0
